Fault;rg60;632;670;633;645;634;646;671;680;684;692;675;611;652
R1;8646,389031832574;3899,810860329545;3299,908472248663;3354,6117404604906;3240,902714821158;1910,856930838731;2955,711623994468;2532,2348202892717;2179,871080847182;2359,181366506754;2532,2347781604776;2420,252048858888;2208,559728023595;2155,1286694215296
R2;0,0;3670,409853810871;3105,7957972285412;3157,2812364267843;3032,4231932966854;1798,4531037252389;2765,577717645934;2383,2793635285134;2051,642878770442;2220,4055197189828;2383,2793238786344;2277,883815143148;2066,4881635931547;2028,3559356100038
R3;0,0;0,0;3094,7676963065733;0,0;0,0;0,0;0,0;2358,1664499466015;2019,7698518104874;2190,115871408596;2358,166405001241;2248,241470094341;1985,8735797297245;1989,003633604634
R4;0,0;0,0;0,0;3002,136393576667;0,0;1515,219524490199;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;2864,298781137532;0,0;2558,769812006285;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R6;0,0;0,0;0,0;0,0;0,0;1515,2196956631242;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R7;0,0;0,0;0,0;0,0;0,0;0,0;2558,769862554372;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2356,52824675031;2017,3469167685641;2187,87378861069;2356,5282011874697;2246,073783954106;1966,7393931474237;1985,7015794768374
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1867,0318357375274;0,0;0,0;0,0;0,0;0,0
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2045,3621618212183;0,0;0,0;1826,4476481128565;1792,125995820338
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2274,8163857935756;2149,3860578376807;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2112,8180230461257;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1826,447692149854;0,0
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1792,1260150701098
