Fault;rg60;632;670;633;645;634;646;671;680;684;692;675;611;652
R1;8638,000641452054;5136,450781026729;4519,198772856663;4495,867689236999;0,0;2140,782823703284;0,0;3646,128687581001;3193,6490003930344;0,0;3646,1285778667307;3421,0235647677;0,0;0,0
R2;0,0;4834,306345437957;4253,363232854611;4231,404569522561;0,0;2014,8539626444344;0,0;3431,6501472005375;3005,78687978182;0,0;3431,6500439400093;3219,7864931179843;0,0;0,0
R3;0,0;0,0;4244,469507508368;0,0;0,0;0,0;0,0;3410,3864785871287;2978,0514931654043;0,0;3410,38636686491;3193,347589820566;0,0;0,0
R4;0,0;0,0;0,0;4171,992602450248;0,0;1774,225707891418;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R6;0,0;0,0;0,0;0,0;0,0;1774,2258649956689;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3408,9892149590187;2975,9249649266862;0,0;3408,9891022722563;3191,3649460798297;0,0;0,0
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2930,3435294428823;0,0;0,0;0,0;0,0;0,0
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3408,9587972748054;3170,703696840432;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3166,880001502543;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
