Fault;802;806;808;810;812;814;814r;850;816;824;818;820;826;828;830;854;852;856;822;852r;832;888;890;858;864;834;842;860;844;846;836;862;840;838;848
R1;23016,793698674228;13813,972089896362;1636,9682046227585;0,0;809,3156228660503;578,3631104633104;517,5573472029234;517,4979410457963;515,6630321085804;461,7003195530036;0,0;0,0;0,0;457,7568373341164;379,0606500374441;377,412449245011;288,6159331481137;0,0;0,0;273,91879922165214;273,9023274005386;144,71344376234364;86,99574746696521;266,07223537833136;0,0;257,34387326639023;256,93973103398463;254,4584270899437;255,00993554882427;249,96094740580924;250,7360939179051;250,35398587933497;249,56659821545506;0,0;249,2441646136136
R2;0,0;13813,50981106803;1635,8215643091366;0,0;808,212808418053;577,2717835779993;516,4652540794721;516,40584535911;514,5708575157447;460,60605581723445;0,0;0,0;0,0;456,66243819423676;377,9640127584106;376,3157743003762;287,51773171712034;0,0;0,0;272,82099061288113;272,8045185663663;144,19575232819292;87,02604697542807;264,9743242664867;0,0;256,24586124452645;255,84171468232492;253,36038378183648;253,91189903191002;248,86286101079233;249,6380095863313;249,25589730152322;248,46850084617822;0,0;248,14607142396332
R3;0,0;0,0;1634,603589893996;0,0;807,0738817835713;576,153020242259;515,348009018534;515,2886000045522;513,4536033785133;459,48879281842756;0,0;0,0;0,0;455,54519304839357;376,8476139526791;375,199402869144;286,4033607963246;0,0;0,0;271,7075584084331;271,6910867953152;144,21974928634117;87,04630702351783;263,8611034263896;0,0;255,1328893284186;254,72875465454197;252,2474964489357;252,79899627116464;247,7501109681662;248,52523092891485;248,14312977889938;247,3557562362068;0,0;247,03334335287124
R4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;806,629947199607;575,3899615256502;514,4882389958584;514,4287295201203;512,5906299208466;458,53454007908545;0,0;0,0;0,0;454,58426947776644;375,7536515359324;374,1026564087037;285,45540664221863;0,0;0,0;270,75734611331677;270,7408687778279;144,65132256034306;87,41531376583771;262,9081782515994;0,0;254,1769773178579;253,7727051357108;251,29059947091986;251,842291821018;246,79170061983928;247,5670551962167;247,18482228555467;246,3971768368032;0,0;246,07469146018067
R6;0,0;0,0;0,0;0,0;0,0;575,5520802960967;514,6623649252474;514,6028626294402;512,764984734082;458,71537383858464;0,0;0,0;0,0;454,7655734183475;375,9441989616112;374,2933942483924;285,656089195434;0,0;0,0;270,9616987228852;270,9452229817696;145,11620368404206;87,8241879037376;263,1132898757737;0,0;254,38293936344257;253,97870675899355;251,49684042556882;252,04848303543127;246,99838839339313;247,77364563384322;247,39144795799902;246,6038746505679;0,0;246,2814495912258
R7;0,0;0,0;0,0;0,0;0,0;0,0;514,7209299053318;514,66144255195;512,8240261445206;458,7879670025458;0,0;0,0;0,0;454,8391553232449;376,0374317257867;374,387036770968;285,7715740364182;0,0;0,0;271,0824530363588;271,06598117211155;145,456028331172;88,1323812289605;263,2358916072552;0,0;254,5076055993497;254,10346887791727;251,62218847925766;252,1737035776635;247,1248095305769;247,89986562082242;247,51775698012278;246,73036679324406;0,0;246,4080411576462
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;514,6614425519499;512,824026144519;458,78796700258687;0,0;0,0;0,0;454,8391553232346;376,03743172574684;374,3870367708298;285,7715740371273;0,0;0,0;271,0824530365758;271,0659811721567;145,45602833145566;88,13238122910371;263,2358916071229;0,0;254,50760559933818;254,10346887793307;251,62218847950928;252,1737035781466;247,12480953037502;247,89986562103334;247,5177569803331;246,7303667937997;0,0;246,40804115784863
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;512,8240263671098;458,7879736641485;0,0;0,0;0,0;454,8391624550371;376,0374482190879;374,3870534598548;285,77160118510034;0,0;0,0;271,0824824590354;271,066010596702;145,45613021171053;88,13247589086927;263,2359219294598;0,0;254,50763692608126;254,10350025126476;251,62222013803142;252,17373517386753;247,1248417103682;247,89989770559177;247,51778910846718;246,73039901128968;0,0;246,40807342031147
