Name;Phases;From;To;I_1;I_Angle_1;I_2;I_Angle_2;I_3;I_Angle_3;V_1;V_Angle_1;V_2;V_Angle_2;V_3;V_Angle_3
Line.l1;3;800.1.2.3;802.1.2.3;28,101385786608933;-18,01253849018507;24,167538808339426;-128,2461708455478;20,09036193565544;119,7573214709423;15094,759083125035;-0,000526558520334733;15094,77516332849;-120,00044836511057;15094,796216010554;119,99954813922687
Line.l2;3;802.1.2.3;806.1.2.3;28,119711820871448;-18,104622396745025;23,11499169496179;-127,49172153674934;19,267076877250453;121,00309644979279;15073,115791972145;-0,019279311085343517;15082,491601887225;-120,04130492844392;15085,188259002012;119,97547126267465
Line.l3;3;806.1.2.3;808.1.2.3;28,13201865029937;-18,166245282082308;22,066646848037863;-126,6243586882067;18,453300481771507;122,40374307944816;15058,487727685666;-0,03241344034419553;15074,92120291707;-120,06841338332345;15079,13041237754;119,96022801883629
Line.l4;1;808.2;810.2;0,0;0,0;0,5983258338367536;-142,12027742064276;0,0;0,0;0,0;0,0;14945,753072147641;-120,56494728056985;0,0;0,0
Line.l5;3;808.1.2.3;812.1.2.3;28,363886041453533;-19,29626767605754;20,898346985990788;-127,12098788629672;18,466299545737066;120,78178664651206;14782,490682523776;-0,2847535072604111;14945,753072147641;-120,56494728056985;14972,170313468729;119,69763462311195
Line.l6;3;812.1.2.3;814.1.2.3;28,639285922745437;-20,56848688470801;20,90049509151188;-128,92082490510796;18,49556683038877;118,91638937964947;14459,224831396803;-0,5911325385517903;14809,269162200324;-121,1107655463588;14840,11723344521;119,40993997976332
Line.l33;3;814.1.2.3;814r.1.2.3;28,861333053121413;-21,545020556622863;20,913794998999215;-130,3329834418344;18,529254195475698;117,45604814755764;14200,306016661842;-0,8288657877111707;14699,803521071031;-121,53599572074363;14732,773271986984;119,19127878688576
Line.l7;3;814r.1.2.3;850.1.2.3;28,861333052303955;-21,5450205577217;20,91379499912024;-130,33298344153;18,529254195885695;117,45604814963161;14111,092415068848;-0,8923173397319725;14638,903436219018;-121,63162380419368;14681,896422353819;119,08154770481984
Line.l8;1;816.1;818.1;13,33477853579045;-25,50253915276349;0,0;0,0;0,0;0,0;14107,307537134093;-0,8935459456044424;0,0;0,0;0,0;0,0
Line.l9;3;816.1.2.3;824.1.2.3;15,58751932374406;-18,178463260435784;20,81079170684501;-130,4360342106363;18,460992383870177;117,69992191688505;14107,307537134093;-0,8935459456044424;14637,037345916397;-121,63593923654489;14680,104604050086;119,07943888668548
Line.l10;1;818.1;820.1;12,047462871510236;-25,37521655634803;0,0;0,0;0,0;0,0;14093,6394862192;-0,8967548435509809;0,0;0,0;0,0;0,0
Line.l11;1;820.1;822.1;5,483332517628853;-26,9681162460243;0,0;0,0;0,0;0,0;13742,423949638785;-0,9558045644136778;0,0;0,0;0,0;0,0
Line.l12;1;824.2;826.2;0,0;0,0;1,5399536182908076;-147,14643411914193;0,0;0,0;0,0;0,0;14560,59028143336;-121,7558006288095;0,0;0,0
