Name;Phases;From;To;I_1;I_Angle_1;I_2;I_Angle_2;I_3;I_Angle_3;V_1;V_Angle_1;V_2;V_Angle_2;V_3;V_Angle_3
Transformer.xfm1;3;709.1.2.3;775.1.2.3;2,531257438471032e-05;-92,96769847921526;2,8094949413172204e-05;146,1182770271758;2,6444557685191544e-05;21,3171210414478;1749,6702802737275;-2,9671095431440038;1941,8739198496598;-123,88034530498507;1827,8373869243248;111,31502670068541
Line.l0;3;799.1.2.3;799r.1.2.3;242,2912159663992;-35,9795239043773;200,83229848542976;-151,87722007700256;237,76606426551606;94,57052329160618;2632,499225940739;-2,57983049660615;2664,0648504293526;-122,289451450283;2660,0899380779515;117,00155229823005
Line.l1;3;701.1.2.3;702.1.2.3;174,9695849645087;-32,7000622719755;158,13738956371293;-152,34057421669786;168,08868148900976;92,44572845729923;1792,1870033589166;-2,7020053173219387;1972,718473770906;-123,8059043509999;1857,4482590019013;111,91335128211591
Line.l2;3;702.1.2.3;705.1.2.3;13,592531059991652;-56,615287737243115;14,442552244860074;-126,32915082722933;23,010203363927236;87,31800457177003;1777,3761029800664;-2,7986119880988536;1961,373002705025;-123,9128225542208;1844,6003991866487;111,67165376811799
Line.l3;3;702.1.2.3;713.1.2.3;38,75205538200915;-39,40238429155131;52,69998454553169;-137,55280600914273;60,82716868716204;81,54526798589674;1777,3761029800664;-2,7986119880988536;1961,373002705025;-123,9128225542208;1844,6003991866487;111,67165376811799
Line.l4;3;702.1.2.3;703.1.2.3;124,47959650175714;-28,093633902802207;96,28814861368834;-164,22236820324517;86,51782394546846;101,43515194645461;1777,3761029800664;-2,7986119880988536;1961,373002705025;-123,9128225542208;1844,6003991866487;111,67165376811799
Line.l5;3;703.1.2.3;727.1.2.3;28,846327315522743;-22,14394520768791;25,76851092856368;-165,0175554516839;17,629769963330034;95,94539394607376;1763,409617283611;-2,9431861797415753;1951,4448375181682;-123,94393926506486;1836,3251932122703;111,4444679624795
Line.l6;3;703.1.2.3;730.1.2.3;95,8610202720253;-29,911684101258658;70,56323284135867;-163,97070828672304;68,99847918855964;102,78773844818059;1763,409617283611;-2,9431861797415753;1951,4448375181682;-123,94393926506486;1836,3251932122703;111,4444679624795
Line.l7;3;704.1.2.3;714.1.2.3;16,0225861543215;3,0496853311412377;18,34193801942664;-167,77142980432225;3,5924530783969604;57,58226263529976;1771,9780890591865;-2,7823668287431698;1953,5426497297965;-123,96877653536832;1836,1897149656204;111,68522110471001
Line.l8;3;704.1.2.3;720.1.2.3;16,048185842901212;-61,20119638491058;37,989035950810916;-123,5257524391545;47,61338258328967;73,84124228765174;1771,9780890591865;-2,7823668287431698;1953,5426497297965;-123,96877653536832;1836,1897149656204;111,68522110471001
Line.l9;3;705.1.2.3;742.1.2.3;1,2636798482924263;1,9560159717266237;14,443160640987381;-126,3858857386063;13,695144793954444;57,764297751240036;1775,8943630200095;-2,7646570981252805;1959,6172081417953;-123,92556153046777;1841,7232986144284;111,67997489140099
Line.l10;3;705.1.2.3;712.1.2.3;12,985394427760266;-61,399704261956664;0,005366401171581221;-33,925564443449346;12,99015495882475;118,61121457080355;1775,8943630200095;-2,7646570981252805;1959,6172081417953;-123,92556153046777;1841,7232986144284;111,67997489140099
Line.l11;3;706.1.2.3;725.1.2.3;0,0056536977452287685;87,26423887799673;7,2383546030250345;-123,63580650559271;7,233503065066737;56,341201998269675;1769,602462933414;-2,7361018463811817;1948,2031934738231;-124,05148541347941;1828,8189757624077;111,72054921649035
Line.l12;3;707.1.2.3;724.1.2.3;0,015337798350108093;87,29208362080857;6,765040270439586;-123,49939767436429;6,751865615754815;56,43400580239263;1768,6965074092723;-2,7087616725894077;1940,392379954884;-124,11682303390221;1821,6591683519164;111,86708072239973
Line.l13;3;707.1.2.3;722.1.2.3;3,1900691905973892;-61,38754445160024;23,985171155425622;-123,64116988788854;25,62632967642497;62,68397615076957;1768,6965074092723;-2,7087616725894077;1940,392379954884;-124,11682303390221;1821,6591683519164;111,86708072239973
Line.l14;3;708.1.2.3;733.1.2.3;80,74376019659047;-22,83241477428762;61,093843904406576;-172,51301790753388;41,65975195069509;109,40914841880915;1744,6936047669024;-2,9863600575380156;1938,7087698110229;-123,84390534427718;1825,5715155326368;111,26398757889483
Line.l15;3;708.1.2.3;732.1.2.3;6,381554272864138;-63,23347869644543;0,007078858115553314;-33,84391036869373;6,387725049773329;116,7976787159688;1744,6936047669024;-2,9863600575380156;1938,7087698110229;-123,84390534427718;1825,5715155326368;111,26398757889483
Line.l16;3;709.1.2.3;731.1.2.3;0,014879655363280628;87,03424333296532;13,612048470721248;-122,32313474996609;13,599083950086879;57,646141856814026;1749,6702802737275;-2,9671095431440038;1941,8739198496598;-123,88034530498507;1827,8373869243248;111,31502670068541
Line.l17;3;709.1.2.3;708.1.2.3;85,70029730414683;-25,593732633497943;61,08192268311414;-172,50317909888807;48,0013389764383;110,39957977869383;1749,6702802737275;-2,9671095431440038;1941,8739198496598;-123,88034530498507;1827,8373869243248;111,31502670068541
Line.l18;3;710.1.2.3;735.1.2.3;12,671429810684028;-62,01161640923378;0,004404774779111515;-33,76969283849345;12,675312515950974;117,99780523740729;1731,3709875627023;-2,9841318139886197;1930,1589000761812;-123,76969087704283;1817,3298990656547;111,13652360779508
Line.l19;3;710.1.2.3;736.1.2.3;0,025286748940683272;87,01728742633765;6,7676008741813645;-123,52393822228805;6,745840706828581;56,367028002022636;1731,3709875627023;-2,9841318139886197;1930,1589000761812;-123,76969087704283;1817,3298990656547;111,13652360779508
Line.l20;3;711.1.2.3;741.1.2.3;6,309710026938753;-63,51649218077843;0,010917775003008669;-33,67695623071635;6,3191894783629134;116,53276379291775;1723,363768341776;-3,0709396052557727;1925,6688381548613;-123,67695122256347;1816,4288777788424;111,03620011382593
Line.l21;3;711.1.2.3;740.1.2.3;12,633218818444917;-62,18223858355056;0,004394528096715922;-33,676953128879525;12,63708352052343;117,82727005713157;1723,363768341776;-3,0709396052557727;1925,6688381548613;-123,67695122256347;1816,4288777788424;111,03620011382593
Line.l22;3;713.1.2.3;704.1.2.3;27,154494573340724;-29,079754086167306;52,702341711086824;-137,56337149650327;51,06354449601774;72,7246084108677;1774,7085132638897;-2,7845062230647684;1958,1696583183293;-123,93567046616259;1840,7585755002606;111,66714863878428
Line.l23;3;714.1.2.3;718.1.2.3;13,218173194569193;3,0537521873295184;13,207850530159106;-176,96134502126193;0,010894690123156114;-158,31440752011144;1771,6079821203907;-2,7874474483842837;1953,1348236136523;-123,96256577909422;1836,129305339398;111,68654013147476
Line.l24;3;720.1.2.3;707.1.2.3;3,16115274394211;-61,06797687739009;30,750369114485846;-123,57194503724818;32,33165238290132;61,40349994222575;1769,631298836147;-2,737520735457055;1948,8707483552066;-124,04112730323573;1829,5064609218985;111,71021491956492
Line.l25;3;720.1.2.3;706.1.2.3;0,020703230938965086;87,26347547188064;7,238492294200406;-123,50464204605998;7,2207078015915265;56,41133969606118;1769,631298836147;-2,737520735457055;1948,8707483552066;-124,04112730323573;1829,5064609218985;111,71021491956492
Line.l26;3;727.1.2.3;744.1.2.3;24,34337422643876;-12,15805330271829;25,772021668243084;-165,02650625672052;11,836895516323777;84,66983921479553;1761,1909471405686;-2,94084176598634;1949,6855358202997;-123,92014835089005;1835,0348329507772;111,44033874925576
Line.l27;3;730.1.2.3;709.1.2.3;85,69267373631489;-25,581501575392384;70,57389316922173;-163,98100293017254;57,263608756884544;99,50778479707027;1752,7996779877421;-2,9560188925492863;1944,2665561755853;-123,89631001214036;1829,6911398182542;111,34077722155304
Line.l28;3;733.1.2.3;734.1.2.3;68,62388869773176;-27,87943811256198;47,37389048843138;-171,2511211458653;41,66001747089296;109,39777244046135;1740,0516200382394;-3,0116544598696295;1935,5440015329934;-123,8073230055975;1823,6090606221842;111,22010661737166
Line.l29;3;734.1.2.3;737.1.2.3;54,06841163014081;-16,40404372323913;43,138695795037265;-177,94544727914027;18,95931075457741;117,50722521966372;1733,0279735927336;-3,029916195094745;1931,214464553806;-123,76029476305713;1820,1076773268892;111,14520721910155
Line.l30;3;734.1.2.3;710.1.2.3;12,640951271589318;-61,928645838423925;6,767686546847629;-123,38966454894816;16,951107557327774;97,5390285699319;1733,0279735927336;-3,029916195094745;1931,214464553806;-123,76029476305713;1820,1076773268892;111,14520721910155
Line.l31;3;737.1.2.3;738.1.2.3;33,21651339675236;-28,820488585770004;20,377057751588797;-177,72368529804885;18,95748165758291;117,45765463543371;1727,0383329047554;-3,0870808625549686;1926,9339438416237;-123,69585035029382;1818,575427781968;111,09353940420485
Line.l32;3;738.1.2.3;711.1.2.3;18,933362806994452;-62,61166439312329;0,02623007572510908;-33,67694571925889;18,956339195696554;117,42669249876252;1724,613311867893;-3,0927085273672086;1925,668174842176;-123,67691307521878;1817,5381418734783;111,063753205153
Line.l33;3;744.1.2.3;728.1.2.3;11,324128625264299;-29,295581429900555;12,640588849041336;-150,37012007433106;11,842820559511445;84,61306829117514;1760,031796006807;-2,9538635487067233;1948,4673492977265;-123,91137033767211;1834,4956432443755;111,43713307317844
Line.l34;3;744.1.2.3;729.1.2.3;6,962272749948609;1,7001089810979253;6,9567557891327265;-178,31619643307076;0,005861077815092153;-158,56314141353374;1760,031796006807;-2,9538635487067233;1948,4673492977265;-123,91137033767211;1834,4956432443755;111,43713307317844
Line.l35;3;799r.1.2.3;701.1.2.3;242,29121596639612;-35,97952390437822;200,8322984854308;-151,87722007700364;237,7660642655128;94,57052329160635;1819,8478744371184;-2,595248781639732;1992,497451858738;-123,58894408188145;1883,4365924986198;112,36617203228654
