Fault;799r;701;702;705;713;703;704;742;712;714;720;718;730;727;744;706;707;729;728;709;775;731;708;725;732;733;722;724;734;737;710;735;736;738;711;741;740
R1;1,898132761058766;1,9126098159495237;1,9228725676271916;1,9380739386443908;1,93100134052336;1,9367781682745848;1,942543859813895;1,949960150808859;1,9470060129799092;1,9455187893277026;1,9598399021305801;1,9644822813975318;1,9499863385740825;1,9457349972056686;1,9518253655829942;1,9724323995117816;1,9922514158529192;1,9619868608719233;1,9591042174966404;1,9543265260366671;2,0339380927875093;1,9671307386216859;1,9612048990572644;1,982213768433112;1,9726548504329413;1,9680017887015977;1,9963538974321544;2,0176951387140067;1,9796992119197465;1,9927606864017462;1,9976122436002275;2,0043470436260358;2,0393109977192014;2,0007565179482225;2,0086169827446976;2,0163414918948597;2,0151896450314277
R2;0,0;1,9126098159495237;1,9228725676271916;1,9380739386443908;1,93100134052336;1,9367781682745848;1,942543859813895;1,949960150808859;1,9470060129799092;1,9455187893277026;1,9598399021305801;1,9644822813975318;1,9499863385740825;1,9457349972056686;1,9518253655829942;1,9724323995117816;1,9922514158529192;1,9619868608719233;1,9591042174966404;1,9543265260366671;2,0339380927875093;1,9671307386216859;1,9612048990572644;1,982213768433112;1,9726548504329413;1,9680017887015977;1,9963538974321544;2,0176951387140067;1,9796992119197465;1,9927606864017462;1,9976122436002275;2,0043470436260358;2,0393109977192014;2,0007565179482225;2,0086169827446976;2,0163414918948597;2,0151896450314277
R3;0,0;0,0;1,7728861956630348;1,7870846847184458;1,7804428197567594;1,7857294021216745;1,7911886750801644;1,7982069953326103;1,7954410419920472;1,7939732617706998;1,807326351218109;1,8117509486149272;1,7980413265841315;1,7941127022323649;1,799794089401489;1,819103124005394;1,8378094045956024;1,8093265990705654;1,8066209897924976;1,8020926309197522;1,8747460462096541;1,8140607920229215;1,808518998907808;1,8283062224693543;1,8192794809206772;1,8148763546044326;1,8416782960664413;1,8618448709372475;1,8258341005905279;1,8380951955707334;1,842728466419809;1,849092007955907;1,8822371189082778;1,8456146008780867;1,8530167761883904;1,8603007401157141;1,859241263773618
R4;0,0;0,0;0,0;1,1915720127923617;0,0;0,0;0,0;1,1982400890995608;1,196579264721219;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;1,3655651588823696;0,0;1,3734222961984854;0,0;0,0;1,3754660279641315;1,3852755291517855;1,3885564803748716;0,0;0,0;0,0;1,3939685436296996;1,4078712627424472;0,0;0,0;0,0;0,0;0,0;0,0;1,4007959044071003;0,0;0,0;1,4107558472367805;1,4258583918735785;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R6;0,0;0,0;0,0;0,0;0,0;1,6069425027151354;0,0;0,0;0,0;0,0;0,0;0,0;1,6182593636674096;1,6147491885288001;1,6199783261190466;0,0;0,0;1,6288906643770609;1,6263587941572317;1,6219916884046828;1,684368408903669;1,6330428282930074;1,627920845306122;0,0;1,6380109799869547;1,6337970700665563;0,0;0,0;1,6439511056026312;1,6553522971574854;1,6598908968188426;1,6659150391962554;1,6974798724693423;1,6623654724864037;1,669285299379917;1,6761103697936661;1,6752001720004979
R7;0,0;0,0;0,0;0,0;0,0;0,0;1,3734222115299695;0,0;0,0;1,3754659323372984;1,3852753447613944;1,3885563126018672;0,0;0,0;0,0;1,3939682826693147;1,407870943534297;0,0;0,0;0,0;0,0;0,0;0,0;1,400795602493309;0,0;0,0;1,4107555098871043;1,4258579562435136;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1982400233986825;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,196697376334255;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1950033501321384;0,0;1,205649610908392;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3856559060594644;0,0;0,0;0,0;0,0;1,3946403441729596;1,4090012908493068;0,0;0,0;0,0;0,0;0,0;0,0;1,401695497787627;0,0;0,0;1,411986502041992;1,4276351290558515;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,205751554628891;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,61878230155183;0,0;0,0;0,0;0,0;0,0;0,0;1,6226918738256624;1,688412897348919;1,6342814143528375;1,6289075332155871;0,0;1,6394844694552952;1,6350737486580245;0,0;0,0;1,6457431827627065;1,6577449874926242;1,6625038151669247;1,6688491394800236;1,702199455077843;1,6651392824656253;1,6724438821726177;1,679657002571174;1,6786850642030335
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1945602616391453;1,1978831788582085;0,0;0,0;1,2035353135966869;1,2019291434933421;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1978831582038767;0,0;0,0;1,2035352771208816;1,2019291115616582;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2098545873040447;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2155211012815548;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,220713855309927;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,223014070236908;1,2350585543484698;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
