Name;Phases;From;To;I_1;I_Angle_1;I_2;I_Angle_2;I_3;I_Angle_3;V_1;V_Angle_1;V_2;V_Angle_2;V_3;V_Angle_3
Transformer.reg1;1;650.1;rg60.1;433,19592765648304;-39,75299219218662;0,0;0,0;0,0;0,0;2326,8266935952734;-2,2755008762125164;0,0;0,0;0,0;0,0
Transformer.reg2;1;650.2;rg60.2;0,0;0,0;279,9298636437137;-154,23207145707298;0,0;0,0;0,0;0,0;2359,0677933902093;-121,56105137707705;0,0;0,0
Transformer.reg3;1;650.3;rg60.3;0,0;0,0;0,0;0,0;463,30542860637667;82,93738200554354;0,0;0,0;0,0;0,0;2326,682224596505;117,47198122788494
Transformer.xfm1;3;633.1.2.3;634.1.2.3;51,52176794298463;-69,39106227486478;37,2448047259499;154,30941010210086;38,56417599880373;32,95482948191261;2387,171668333759;-3,986936946175856;2459,1220373653246;-122,40646655379747;2376,792446267005;116,2203472214973
Line.650632;3;rg60.1.2.3;632.1.2.3;407,7134040465742;-39,752917002126466;266,5995013831195;-154,2319478731022;433,5017730989792;82,93745543577637;2472,0302507941674;-2,2761837463178174;2476,880783122378;-121,5617612295505;2486,4035492927765;117,47096784425925
Line.632670;3;632.1.2.3;670.1.2.3;363,8264583811511;-35,73742237395864;102,10244524828559;-152,27405310209963;356,0706870443503;92,32922109961612;2392,2249264799225;-3,994480411424719;2461,3453964868927;-122,4369351398775;2380,09747398961;116,14482317326204
Line.670671;3;670.1.2.3;671.1.2.3;355,5135070074766;-35,75051016984574;71,26005996976991;-152,23463901845196;298,9567984550638;93,6322582109829;2372,285892357714;-4,7144647807831355;2469,2522220439573;-122,43422507076927;2349,5662035646587;115,71488780365722
Line.671680;3;671.1.2.3;680.1.2.3;0,0005642567341999011;84,98173473018716;0,000595023828207494;-33,052499136911656;0,0005685458408246014;-155,38384167409396;2330,199341125247;-6,196908606344409;2491,0213559162567;-122,42548454450743;2297,779296586228;115,09094724216058
Line.632633;3;632.1.2.3;633.1.2.3;51,52150369829529;-69,39093054899882;37,24451011610955;154,3094659571732;38,56388718571936;32,954881531662565;2392,2249264799225;-3,994480411424719;2461,3453964868927;-122,4369351398775;2380,09747398961;116,14482317326204
Line.632645;2;632.3.2;645.3.2;0,0;0,0;143,65792415245886;-143,95003224252605;64,1245159899971;56,47762789554082;0,0;0,0;2461,3453964868927;-122,4369351398775;2380,09747398961;116,14482317326204
Line.645646;2;645.3.2;646.3.2;0,0;0,0;64,1248169084145;-123,52247398239284;64,12472207928391;56,47747379585752;0,0;0,0;2439,1189720847756;-122,6167202589964;2375,5622901710085;116,17093623579996
Line.692675;3;692.1.2.3;675.1.2.3;74,89822817027536;-7,340325801779461;115,71142330718047;24,62946372954667;15,50654098199548;-11,153784828199178;2330,199331834282;-6,196908475796021;2491,021365626673;-122,4254846892473;2297,779292157366;115,09094730175237
Line.671684;2;671.1.3;684.1.3;61,893993631620376;-40,01769511771603;0,0;0,0;71,11948010270027;119,99554240846986;2330,199341125247;-6,196908606344409;0,0;0,0;2297,779296586228;115,09094724216058
Line.684611;1;684.3;611.3;0,0;0,0;0,0;0,0;71,11949235192496;119,99541768025362;0,0;0,0;0,0;0,0;2292,875614136112;114,98818229510164
Line.684652;1;684.1;652.1;61,89405887976544;-40,01782726945917;0,0;0,0;0,0;0,0;2325,666083556252;-6,220348180307822;0,0;0,0;0,0;0,0
Line.671692;3;671.1.2.3;692.1.2.3;107,00995589542808;-35,94287960194865;115,7114287558196;24,62946392380557;50,325179083546125;86,73922007119492;2330,199341125247;-6,196908606344409;2491,0213559162567;-122,42548454450743;2297,779296586228;115,09094724216058
