Fault;rg60;632;670;633;645;634;646;671;680;684;692;675;611;652
R1;8638,000643748412;5136,450779936686;4518,640731769803;4492,997669590765;0,0;2095,7836933398034;0,0;3643,153288575332;3187,0973720875413;0,0;3643,1531748779826;3415,9553556827746;0,0;0,0
R2;0,0;4834,306344411961;4252,838017644818;4228,703374279997;0,0;1972,5018306323846;0,0;3428,8497712187914;2999,6206402685066;0,0;3428,849664208918;3215,0164132517575;0,0;0,0
R3;0,0;0,0;4246,837278406221;0,0;0,0;0,0;0,0;3414,4426199180866;2980,877542355773;0,0;3414,442511895277;3198,5375024993386;0,0;0,0
R4;0,0;0,0;0,0;4183,384098580881;0,0;1785,7846764367819;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R6;0,0;0,0;0,0;0,0;0,0;1785,784834521714;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3413,0436680324997;2978,7503862138456;0,0;3413,0435590424613;3196,5516211771424;0,0;0,0
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2941,937317635788;0,0;0,0;0,0;0,0;0,0
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3413,0132188712155;3175,856466888749;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3172,025487338214;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
