Fault;802;806;808;810;812;814;814r;850;816;824;818;820;826;828;830;854;852;856;822;852r;832;888;890;858;864;834;842;860;844;846;836;862;840;838;848
R1;16288,603063627923;9766,159164375411;1153,543315609022;926,5222327101335;568,9044887011472;405,67339830014976;374,79960410099415;374,7576098332078;373,46038576094554;335,33896572677736;364,8766235766842;225,82606322606273;330,58355894583894;332,554331782766;276,9629180982538;275,8012057641926;213,35932759180193;230,76259239404956;205,0893713731341;205,45752081307535;205,44559684010576;127,59826272681588;78,78189162730399;199,94368275803532;197,7908569686675;193,82235207106066;193,54474322330873;191,87247491405762;192,222311409221;188,7761076306501;189,4018966866965;189,14999230784227;188,63094398716882;188,3843468639049;188,28691409223717
R2;0,0;9766,189164056474;1153,5789651945147;925,4086184703485;568,9401856220809;405,7089162726275;374,8345178005508;374,7925229424104;373,49528061580486;335,3733041240872;364,9112993540386;225,85670770483827;329,51408522039554;332,58862893479943;276,99633206502796;275,8345998323368;213,39151794972528;229,67968292574966;205,11928881948486;205,4894864064253;205,47756216681398;127,63454000691056;78,81221365268289;199,9755180217854;197,82260101793617;193,85403809153786;193,57642299497886;191,90412697482967;192,25396121481097;188,80769642975045;189,43350688867224;189,1815981031393;188,66254128033412;187,30452102702677;188,3184944499113
R3;0,0;0,0;1153,6019811513954;924,2378289181264;568,963682296024;405,732418639836;374,8576389776573;374,815643756166;373,51839019365696;335,3960701225315;364,9342687531683;225,87708359613748;328,42097732765285;332,61136943774994;277,01852360679504;275,8567789379713;213,41293891139634;228,57876316977757;205,13919378481845;205,51076294665964;205,49883853770362;127,65876866300728;78,83249310315996;199,99671155507292;197,84373513201547;193,8751364290672;193,59751736442496;191,92520410577148;192,27503654866194;188,82873361578274;189,4545579384219;189,2026464009184;188,68358429510104;186,20880509033066;188,3395263675752
R4;0,0;0,0;0,0;910,5083817708489;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;569,3368527463773;406,12414244935223;375,2457833074627;375,2037860885551;373,9064706061263;335,78208611217366;365,3207240482042;226,23131162345655;327,5344703032377;332,9972276153591;277,400501961005;276,2386586709543;213,78788410138495;227,43218780444076;205,48708123734235;205,88394091491242;205,87201473579924;128,09589187577393;79,2024957158577;200,36898645880683;198,21515892181438;194,246353606858;193,96869319228426;192,29625582204832;192,64601297097664;189,1994042773416;189,82541531052294;189,57348227688655;189,05438308375005;185,32457782147128;188,71015639395162
R6;0,0;0,0;0,0;0,0;0,0;406,4695375431147;375,59542011740007;375,55343196454925;374,25639629390446;336,1399608575443;365,6711129986803;226,58260091601088;327,7744906477529;333,35567581518933;277,76958632734636;276,6079458882442;214,16626206037117;227,67707524859517;205,83679808954003;206,26246603786623;206,25054110393276;128,57019391536096;79,61405521397947;200,74799606769295;198,59378865645598;194,6258405024049;194,34820970865817;192,67609816574327;193,02566788163583;189,57966976518753;190,20572728916846;189,9538402942557;189,43484432160608;185,5885823537501;189,09051185525658
R7;0,0;0,0;0,0;0,0;0,0;0,0;375,7945045321252;375,75253225810985;374,45598690827734;336,35375180814816;365,8728668019696;226,81436002368403;327,89851712455777;333,5704990771298;278,0044019575948;276,8431646618571;214,4217791489378;227,8261488857448;206,07173824527064;206,51978048763175;206,50785906182927;128,91976701487494;79,92555487243885;201,00686565847275;198,8528225637575;194,88639125172415;194,60884323295966;192,93734872646942;193,28669365683564;189,8419167597117;190,4678809288412;190,21608463215364;189,69728215148066;185,7616410515912;189,35293488226137
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;375,75253225802845;374,4559869082153;336,35375180800065;365,87286680191056;226,8143600234431;327,89851712421046;333,57049907702293;278,00440195762934;276,84316466168787;214,42177914870217;227,8261488855005;206,07173824626906;206,51978048784434;206,50785906171183;128,91976701434638;79,92555487316594;201,00686565896387;198,85282256419376;194,88639125138278;194,60884323253433;192,93734872635156;193,2866936570144;189,84191675977087;190,46788092907823;190,21608463229597;189,6972821516864;185,76164105166467;189,3529348819767
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;374,45603301291754;336,3538042558456;365,87291400487993;226,81442342797445;327,89854279780263;333,57055198670065;278,0044638937005;276,8432267820007;214,42185072851265;227,82618735741318;206,07180365830715;206,5198530214231;206,5079315972878;128,91987293003342;79,92565100447452;201,00693895305378;198,85289601435966;194,8864653767328;194,60891739777043;192,93742316968314;193,28676801057142;189,84199167050565;190,46795578067625;190,21615952523763;189,6973571316574;185,7616892056148;189,35300987302526
