Fault;rg60;632;670;633;645;634;646;671;680;684;692;675;611;652
R1;8646,466699524135;3878,6945944729446;3276,727353882157;3333,5559660784825;3211,4220470847417;1863,2409296600676;2920,0000905283855;2504,056408646106;2153,088765634392;2331,2679514341357;2504,0563669714215;2387,500622168684;2168,1033951776985;2119,8711462245406
R2;0,0;3650,5357177830406;3083,978269620527;3137,4640328822657;3004,8389381519864;1753,6380323148387;2732,1634116344703;2356,758498592893;2026,4359863295767;2194,1340625562243;2356,758459369295;2247,058934832481;2028,634276174398;1995,172374519116
R3;0,0;0,0;3076,170220493727;0,0;0,0;0,0;0,0;2339,0551966574135;2004,1992500125598;2174,2588112640806;2339,0551569343693;2227,9401522692897;1961,128628185918;1973,0423455422015
R4;0,0;0,0;0,0;2997,9423496478494;0,0;1522,8598562397958;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;2869,281897957695;0,0;2571,6395605947564;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R6;0,0;0,0;0,0;0,0;0,0;1522,8600297410164;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R7;0,0;0,0;0,0;0,0;0,0;0,0;2571,6396134320003;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2337,4574326957236;2001,8203252157787;2172,053439779016;2337,4573923545368;2225,8040179349946;1942,1550055609607;1969,751275791539
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1862,6484435028065;0,0;0,0;0,0;0,0;0,0
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2042,1652078113893;0,0;0,0;1824,3179086999094;1810,1914424170445
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2259,7112665260147;2132,435700461827;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2094,5262522119942;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1824,3179529765112;0,0
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1810,191463916762
