Fault;rg60;632;670;633;645;634;646;671;680;684;692;675;611;652
R1;2,7467392753989337;4,087155810520751;4,549750772517766;4,497927300789839;4,611940737208388;7,292276873098007;4,930013437293175;5,546393103012523;6,320571448006997;5,8881449928125065;5,546393177998092;5,769690303935851;6,280288112121425;6,412577507161546
R2;0,0;4,095728828058661;4,560341005682304;4,508280930662558;4,641339256233154;7,3192147198907;4,963557379618876;5,562054802193694;6,3408572078658265;5,905774064679484;5,562054877598829;5,786624242167525;6,334498513246085;6,4334525435836385
R3;0,0;0,0;4,039575076483132;0,0;0,0;0,0;0,0;4,826925989360138;5,420221893843303;5,090631559989604;4,82692604752522;4,999494848300167;5,515375207193197;5,488517426669025
R4;0,0;0,0;0,0;1,862596773575566;0,0;2,306533608340481;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;2,6562547592122865;0,0;2,7776397815409575;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R6;0,0;0,0;0,0;0,0;0,0;2,3065335164954908;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R7;0,0;0,0;0,0;0,0;0,0;0,0;2,119382536501074;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,829267458627754;5,425340050591883;5,0944947286;4,829267517794871;5,0030184243870055;5,559034236462906;5,49589460460314
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3828936735984108;0,0;0,0;0,0;0,0;0,0
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,400429430142451;0,0;0,0;2,5027745790912164;2,5101408271175703
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,697349940567104;2,762219520005346;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7829120966847136;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,423105729081974;0,0
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,34778798685682
